Entity;Code;Day;Church and White (2011);UHSLC;Average of Church and White (2011) and UHSLC
World;OWID_WRL;15/04/2002;-1.0473958;-2.0881639;-1.5677798
World;OWID_WRL;15/07/2002;2.152604;0.020047083;1.0863256
World;OWID_WRL;15/10/2002;5.2192707;1.5205593;3.369915
World;OWID_WRL;15/01/2003;4.3859377;2.1079428;3.2469401
World;OWID_WRL;15/04/2003;5.919271;4.6569943;5.2881327
World;OWID_WRL;15/07/2003;14.619271;6.9256134;10.772442
World;OWID_WRL;15/10/2003;15.719271;8.012266;11.865768
World;OWID_WRL;15/01/2004;8.2526045;6.86924;7.560922
World;OWID_WRL;15/04/2004;9.152604;6.2509966;7.7018003
World;OWID_WRL;15/07/2004;13.652604;7.5435653;10.598084
World;OWID_WRL;15/10/2004;9.985937;7.4263935;8.706165
World;OWID_WRL;15/01/2005;10.619271;7.428711;9.023991
World;OWID_WRL;15/04/2005;10.052604;8.212508;9.132556
World;OWID_WRL;15/07/2005;12.119271;8.810124;10.464698
World;OWID_WRL;15/10/2005;6.3526044;9.226936;7.78977
World;OWID_WRL;15/01/2006;6.652604;12.077223;9.364914
World;OWID_WRL;15/04/2006;14.119271;15.414861;14.767066
World;OWID_WRL;15/07/2006;9.519271;15.309106;12.414188
World;OWID_WRL;15/10/2006;13.652604;12.80933;13.230967
World;OWID_WRL;15/01/2007;4.3859377;8.662701;6.524319
World;OWID_WRL;15/04/2007;10.385938;9.705506;10.045722
World;OWID_WRL;15/07/2007;22.785938;14.288616;18.537277
World;OWID_WRL;15/10/2007;17.51927;14.50125;16.01026
World;OWID_WRL;15/01/2008;17.552605;15.584626;16.568615
World;OWID_WRL;15/04/2008;25.352604;21.90852;23.630562
World;OWID_WRL;15/07/2008;30.452604;24.80161;27.627108
World;OWID_WRL;15/10/2008;23.819271;20.322983;22.071127
World;OWID_WRL;15/01/2009;19.319271;18.41353;18.866402
World;OWID_WRL;15/04/2009;24.652605;22.41509;23.533848
World;OWID_WRL;15/07/2009;33.652603;28.418468;31.035536
World;OWID_WRL;15/10/2009;38.085938;35.728676;36.907307
World;OWID_WRL;15/01/2010;;38.776936;38.776936
World;OWID_WRL;15/04/2010;;34.88547;34.88547
World;OWID_WRL;15/07/2010;;33.87824;33.87824
World;OWID_WRL;15/10/2010;;37.251026;37.251026
World;OWID_WRL;15/01/2011;;37.34795;37.34795
World;OWID_WRL;15/04/2011;;35.97776;35.97776
World;OWID_WRL;15/07/2011;;36.71847;36.71847
World;OWID_WRL;15/10/2011;;34.682507;34.682507
World;OWID_WRL;15/01/2012;;34.20025;34.20025
World;OWID_WRL;15/04/2012;;41.720886;41.720886
World;OWID_WRL;15/07/2012;;47.173904;47.173904
World;OWID_WRL;15/10/2012;;46.271473;46.271473
World;OWID_WRL;15/01/2013;;44.80457;44.80457
World;OWID_WRL;15/04/2013;;44.577915;44.577915
World;OWID_WRL;15/07/2013;;41.337986;41.337986
World;OWID_WRL;15/10/2013;;37.38712;37.38712
World;OWID_WRL;15/01/2014;;41.268642;41.268642
World;OWID_WRL;15/04/2014;;48.816914;48.816914
World;OWID_WRL;15/07/2014;;53.857372;53.857372
World;OWID_WRL;15/10/2014;;55.675884;55.675884
World;OWID_WRL;15/01/2015;;53.264576;53.264576
World;OWID_WRL;15/04/2015;;50.08209;50.08209
World;OWID_WRL;15/07/2015;;50.461704;50.461704
World;OWID_WRL;15/10/2015;;54.90935;54.90935
World;OWID_WRL;15/01/2016;;58.723286;58.723286
World;OWID_WRL;15/04/2016;;56.711594;56.711594
World;OWID_WRL;15/07/2016;;54.346962;54.346962
World;OWID_WRL;15/10/2016;;55.541004;55.541004
World;OWID_WRL;15/01/2017;;54.96168;54.96168
World;OWID_WRL;15/04/2017;;55.612373;55.612373
World;OWID_WRL;15/07/2017;;57.35599;57.35599
World;OWID_WRL;15/10/2017;;52.51952;52.51952
World;OWID_WRL;15/01/2018;;49.370857;49.370857
World;OWID_WRL;15/04/2018;;52.57545;52.57545
World;OWID_WRL;15/07/2018;;53.08512;53.08512
World;OWID_WRL;15/10/2018;;53.301662;53.301662
World;OWID_WRL;15/01/2019;;56.607487;56.607487
World;OWID_WRL;15/04/2019;;58.671906;58.671906
World;OWID_WRL;15/07/2019;;61.393715;61.393715
World;OWID_WRL;15/10/2019;;67.24985;67.24985
World;OWID_WRL;15/01/2020;;68.81163;68.81163
World;OWID_WRL;15/04/2020;;66.73996;66.73996
World;OWID_WRL;15/07/2020;;66.70432;66.70432
World;OWID_WRL;15/10/2020;;61.74304;61.74304
